date,headline,snippet,url
2020-01-10,‘Queens Row’ Review: Richard Maxwell on Life After Doomsday,"In this stark, eloquent new play, three women reflect on what remains in the aftermath of an American civil war.",https://www.nytimes.com/2020/01/10/theater/queens-row-review-richard-maxwell.html
2020-01-10,"J. Charles Jones, Civil Rights Activist, Is Dead at 82","He was a participant in many pivotal events of the 1960s, beginning with lunch-counter protests in Charlotte, N.C.",https://www.nytimes.com/2020/01/10/us/j-charles-jones-dead.html
2020-01-10,The Downed Ukrainian Airliner: Assessing Blame,"Readers hold President Trump responsible for the 176 deaths, along with the Iranians.",https://www.nytimes.com/2020/01/10/opinion/letters/us-iran-plane.html
2020-01-10,Alphabet’s Chief Legal Officer Stepping Down Amid Investigation,"David Drummond, who played a key role for the company since it was founded, was being investigated for relationships with several women at the company.",https://www.nytimes.com/2020/01/10/technology/david-drummond-google.html
2020-01-10,Life in Tech’s ‘Uncanny Valley’,"Anna Wiener discusses her new memoir, and Elisabeth Egan talks about Group Text, a new monthly feature from the Book Review.",https://www.nytimes.com/2020/01/10/books/review/podcast-uncanny-valley-anna-wiener.html
2020-01-10,Britain Moves to Regulate Its Art Trade. Bring Your ID.,New legislation to combat money laundering and terrorism financing will require dealers and auctioneers to establish the identity of buyers and sellers.,https://www.nytimes.com/2020/01/10/arts/design/uk-art-money-laundering.html
2020-01-10,Why Pete Buttigieg Has Made Religion Central to His Campaign,"The former mayor is not only trying to bridge ground within the Democratic Party, he’s also making a direct appeal to disaffected conservatives who cannot stomach President Trump.",https://www.nytimes.com/2020/01/10/us/politics/pete-buttigieg-religion-2020.html
2020-01-10,Love Letter: Prince Harry and Meghan’s Royal Exit,Plus: Reflections on two open marriages.,https://www.nytimes.com/2020/01/10/style/love-letter-prince-harry-and-meghans-royal-exit.html
2020-01-10,"Harold Burson, a Giant in Public Relations, Dies at 98","His skills were called upon in a Tylenol-tampering case and a devastating gas leak in India. In 1999, he was named the century’s most influential P.R. figure.",https://www.nytimes.com/2020/01/10/business/media/harold-burson-dead.html
2020-01-10,Review: The Philharmonic and a Conductor Get Reacquainted,"Daniel Harding last led the orchestra in 2011, and returned this week for works by Grieg and Strauss.",https://www.nytimes.com/2020/01/10/arts/music/daniel-harding-philharmonic-review.html
2020-01-10,Review: ‘The Outsider’ Takes a Stephen King Novel and Makes It Darker,The mystery-horror hybrid gets a stylish and extremely moody adaptation from HBO and Richard Price.,https://www.nytimes.com/2020/01/10/arts/television/the-outsider-stephen-king-review.html
2020-01-10,Buckingham Palace in Emergency Session to Resolve Harry and Meghan Crisis,"Everyone involved wants a quick resolution, but they have to be wary of setting precedents that could harm the monarchy.",https://www.nytimes.com/2020/01/10/world/europe/queen-elizabeth-harry-meghan.html
2020-01-10,"Winter Storm Threatens Much of the U.S. With Tornadoes, Flooding and Ice","About 40 million people were at risk of severe thunderstorms or tornadoes, from Texas to Tennessee. To the north, rain, flooding and ice were all in the forecast.",https://www.nytimes.com/2020/01/10/us/winter-weather-snow-tornadoes-flooding.html
2020-01-10,"Jeffrey Epstein Gave $850,000 to M.I.T., and Administrators Knew","The university investigated its history with Mr. Epstein after Joichi Ito, the face of its prominent Media Lab program, acknowledged receiving money from the convicted sex offender.",https://www.nytimes.com/2020/01/10/business/mit-jeffrey-epstein-joi-ito.html
2020-01-10,"The Lion in Twilight: Zlatan Ibrahimovic, Perception and Reality","The striker blended world-class talent with cartoonish charm for a decade, but as he returns to Milan, the schtick is wearing thin.",https://www.nytimes.com/2020/01/10/sports/soccer/zlatan-ibrahimovic-liverpool-spurs.html
2020-01-10,How Dabo Swinney Turned Clemson Into a Football Juggernaut,"Clemson can win a third national title in four seasons by beating L.S.U., but Swinney has been winning over players, fans and boosters since his first day.",https://www.nytimes.com/2020/01/10/sports/dabo-swinney-clemson-cfp.html
2020-01-10,Doug Collins Apologizes for Claiming Democrats Are ‘In Love With Terrorists’,Mr. Collins walked back his statement made Wednesday amid a fiery debate over Congress’s role in matters of war and peace.,https://www.nytimes.com/2020/01/10/us/politics/doug-collins-apology.html
2020-01-10,"In Rare Mexico School Shooting, Student Kills a Teacher and Wounds Others",The governor said the 11-year-old boy may have been influenced by a violent video game.,https://www.nytimes.com/2020/01/10/world/americas/mexico-school-shooting.html
2020-01-10,New York Reaches Settlement With Rent-to-Own Home Seller,The agreement with Vision Property Management would require the company to provide clean titles to 58 renters in the state.,https://www.nytimes.com/2020/01/10/business/rent-to-own-vision-property-management.html
2020-01-10,Four Winter Romance Novels Find Love in Hopeless Places,"A baseball player uses romance novels to help woo his estranged wife, a fake relationship leads to real feelings, and more stories of happily ever after.",https://www.nytimes.com/2020/01/10/books/review/romance-novels.html
2020-01-10,U.S. Unsuccessfully Tried Killing a Second Iranian Military Official,"A failed airstrike in Yemen was aimed at Abdul Reza Shahlai, an official with Iran’s Quds Force and an organizer of financing for regional militias supported by Iran.",https://www.nytimes.com/2020/01/10/world/middleeast/trump-iran-yemen.html
2020-01-10,Covering Harvey Weinstein,An investigation that began in the pages of The Times becomes a criminal case in a courtroom.,https://www.nytimes.com/2020/01/10/podcasts/daily-newsletter-harvey-weinstein.html
2020-01-10,Bomb Blast Claimed by ISIS Kills at Least 15 in Pakistan Mosque Used by Taliban,"The bomb, which tore through Friday evening prayers at a mosque in Quetta, Pakistan, also injured at least 18 more, with many in critical condition.",https://www.nytimes.com/2020/01/10/world/asia/pakistan-mosque-bombing-isis-taliban.html
2020-01-10,Bernie Sanders Leads Tight Race in New Iowa Poll,"Mr. Sanders edged out his competitors in The Des Moines Register/CNN poll released on Friday, the first significant survey from Iowa in nearly two months.",https://www.nytimes.com/2020/01/10/us/politics/des-moines-register-poll.html
2020-01-10,"Fieldston, Elite Private School, Faces Backlash From Jewish Parents","The New York City school is once again embroiled in a debate over its handling of race, religion and ethnicity.",https://www.nytimes.com/2020/01/10/nyregion/fieldston-anti-semitism.html
2020-01-10,Buckle Up for Another Facebook Election,"By opting not to change the company’s political advertising rules, Mark Zuckerberg has ensured another election shaped by the social network.",https://www.nytimes.com/2020/01/10/technology/facebook-election.html
2020-01-10,"Taco Bell to Test Paying Managers $100,000 a Year","Current manager salaries for the restaurant range from $50,000 to $80,000, the company said, while one retail analyst said raising pay is a “necessary move” in the current labor market.",https://www.nytimes.com/2020/01/10/business/taco-bell-manager-salary.html
2020-01-10,Trump Says 4 Embassies Had Been Targeted by Iranians,The president also asserted that he did not believe American citizens had a right to more details on the intelligence that prompted the killing of an Iranian general.,https://www.nytimes.com/2020/01/10/world/middleeast/trump-iran-embassy-attacks.html
2020-01-10,"With Earthquakes and Storms, Puerto Rico’s Power Grid Can’t Catch a Break","The lines and poles rebuilt after Hurricane Maria held up, but some power plants did not, leading to another worrying blackout.",https://www.nytimes.com/2020/01/10/us/puerto-rico-electricity-power-earthquake.html
2020-01-10,Black Britons Wonder What Took Harry and Meghan so Long,"“Thank God they are free,” one Londoner said. “All of this is about her race. I know it because as a Caribbean woman who did not grow up here, I have experienced it myself.”",https://www.nytimes.com/2020/01/10/world/europe/harry-meghan-markle-racism.html
2020-01-10,"Neil Peart, Drummer and Lyricist for Rush, Dies at 67","His drumming was at once intricate and explosive, expanding Rush’s power-trio dynamics. His lyrics transformed the band’s songs into elaborate suites.",https://www.nytimes.com/2020/01/10/arts/music/neil-peart-dead.html
2020-01-10,"Alcohol Deaths Have Risen Sharply, Particularly Among Women",An analysis of death certificates over nearly two decades contained several troubling findings.,https://www.nytimes.com/2020/01/10/health/alcohol-deaths-women.html
2020-01-10,"Harry and Meghan, Going Their Own Way","One reader cheers, “Good for them.” Another calls them “hyperprivileged.” Some are dismayed by the extensive media coverage.",https://www.nytimes.com/2020/01/10/opinion/letters/royals-harry-meghan-markle.html
2020-01-10,"Georges Duboeuf, Creator of the Beaujolais Nouveau Craze, Dies at 86",He almost single-handedly started the rush for the first wines of the Beaujolais harvest.,https://www.nytimes.com/2020/01/10/dining/drinks/georges-duboeuf-dead.html
2020-01-10,Trump Administration Says Obamacare Lawsuit Can Wait Until After the Election,The Department of Justice told the Supreme Court that the case did not represent an “emergency” that would require a speedy ruling.,https://www.nytimes.com/2020/01/10/upshot/obamacare-lawsuit-delay-sought-trump-republicans.html
2020-01-10,A Female Rage Reading List: 16 Books That Scream to Be Read,An increasing number of novels are putting women’s anger front and center. Here are some of our favorites.,https://www.nytimes.com/2020/01/10/us/10IHW-female-rage-books.html
2020-01-10,Who Signs Up to Fight? Makeup of U.S. Recruits Shows Glaring Disparity,"More and more, new recruits come from the same small number of counties and are the children of old recruits.",https://www.nytimes.com/2020/01/10/us/military-enlistment.html
2020-01-10,What to Know About Taiwan’s Presidential Election,President Tsai Ing-wen’s prospects in the vote Saturday have been buoyed by a stronger economy and her promises to stand up to China.,https://www.nytimes.com/2020/01/10/world/asia/taiwan-election.html
2020-01-10,Northern Ireland Breaks a Three-Year Political Stalemate,The pressure of an impending Brexit pushed the warring parties into a deal that restores the power sharing government. But can they work together effectively?,https://www.nytimes.com/2020/01/10/world/europe/northern-ireland-stormont-stalemate.html
2020-01-10,2-Month-Old Twins in City-Funded Homeless Shelter Die,"The boy and girl were taken to the hospital after a call about a cardiac arrest, officials said.",https://www.nytimes.com/2020/01/10/nyregion/infants-die-queens-homeless-shelter.html
2020-01-10,Fired Boeing C.E.O. Muilenburg Will Get More Than $60 Million,"Dennis A. Muilenburg, who was ousted last month, forfeited stock awards worth some $14.6 million, but he is still contractually entitled to receive other benefits.",https://www.nytimes.com/2020/01/10/business/boeing-dennis-muilenburg-severance.html
2020-01-10,How to Find an Apartment When You’re Moving Across the Country,"Moving for work, love or just a change of pace? Here’s how to find a place you’ll love to live in before you make the journey.",https://www.nytimes.com/2020/01/10/smarter-living/find-apartment-cross-country-move.html
2020-01-10,Ermenegildo Zegna: Fall 2020,See the looks from the Ermenegildo Zegna: Fall 2020 Collection.,https://www.nytimes.com/slideshow/2020/01/10/fashion/runway-mens/ermenegildo-zegna-fall-2020.html
2020-01-10,"As U.S.-Iran Tensions Flare, Iraq Is Caught in the Middle","After U.S. airstrikes killed an Iranian leader, Iraq’s Parliament voted to expel American forces. Some Iraqi officials say that would be disastrous for Iraq.",https://www.nytimes.com/2020/01/10/world/middleeast/iraq-iran-us-troops.html
2020-01-10,"Impeachment, Iran, N.F.L. Playoffs: Your Friday Evening Briefing",Here’s what you need to know at the end of the day.,https://www.nytimes.com/2020/01/10/briefing/impeachment-iran-nfl-playoffs.html
2020-01-10,"House Democrats Push Environmental Bills, but Victories Are Few",Climate and environmental activists are growing impatient with a Democratic-led House that they view as not doing enough to enact their agenda.,https://www.nytimes.com/2020/01/10/us/politics/environment-climate-democrats-congress.html
2020-01-10,"Alasdair Gray, Scottish Author of Daring Prose, Dies at 85","He didn’t publish his first novel (which he illustrated himself) until he was 46. But his impact, as both a writer and an artist, has lasted.",https://www.nytimes.com/2020/01/10/books/alasdair-gray-dead.html
2020-01-10,‘I Honestly Don’t Trust Many People at Boeing’: A Broken Culture Exposed,A trove of internal employee communications shows that the aviation giant’s troubles go beyond one poorly designed plane.,https://www.nytimes.com/2020/01/10/business/boeing-737-employees-messages.html
2020-01-10,"John Rothchild, 74, Dies; Wrote About Personal Finance With Wit",He worked with Peter Lynch on several guides to stock trading. He also wrote a guidebook that offered no advice at all.,https://www.nytimes.com/2020/01/10/books/john-rothchild-dead.html
2020-01-11,Taiwan’s Election is a Vote About China,The race for president is a proxy contest about national identity.,https://www.nytimes.com/2020/01/10/opinion/taiwans-election-is-a-vote-about-china.html
2020-01-11,She Was 92 and Loved Cats. An Attack Left Her Dead on the Street.,"“It’s crazy that you could harm somebody like that,” said a neighbor in Queens.",https://www.nytimes.com/2020/01/10/nyregion/92-year-old-woman-queens-murder.html
2020-01-11,Of Course Bernie Can Win,To say Sanders is unelectable is indefensible.,https://www.nytimes.com/2020/01/10/opinion/bernie-sanders-2020.html
2020-01-11,"Your Impeachment Questions, Answered","Times reporters fielded questions from readers, covering topics like the chief justice’s role and the odds of a second impeachment.",https://www.nytimes.com/2020/01/10/us/politics/impeachment-questions-answers.html
2020-01-11,"Iran, United by Loss of General, Is Divided Over Plane Crash",A debate of how much blame the government bears for the downing of a Ukrainian jetliner threatens to destroy a moment of national solidarity.,https://www.nytimes.com/2020/01/10/world/middleeast/iran-plane-crash-suleimani.html
2020-01-11,Stephanie Grisham: Trump’s Press Secretary Who Doesn’t Meet the Press,"A presidency in crisis, a nation on the brink of war — and a White House press secretary who was largely out of sight.",https://www.nytimes.com/2020/01/10/business/media/stephanie-grisham-trump-press-secretary.html
2020-01-11,"Courtney Everts Mykytyn, Crusader for School Integration, Dies at 46",She challenged privileged white parents to send their children to schools with predominantly black and Latino student bodies.,https://www.nytimes.com/2020/01/10/education/courtney-everts-mykytyn-dead.html
2020-01-11,Two Deaths and My Life,The memento mori of two friends.,https://www.nytimes.com/2020/01/10/opinion/sonny-mehta-ward-just.html
2020-01-11,"Sultan Qaboos, 79, Is Dead; Built Oman Into Prosperous Oasis of Peacemaking","The longest-serving Arab ruler, Qaboos pulled his nation from poverty and brokered quiet talks between global foes.",https://www.nytimes.com/2020/01/10/world/middleeast/sultan-qaboos-dead.html
2020-01-11,"Texas Governor Shuts State to Refugees, Using New Power Granted by Trump",Gov. Greg Abbott told the State Department that Texas would not accept refugees this year.,https://www.nytimes.com/2020/01/10/us/politics/texas-governor-refugees.html
2020-01-11,Changing Rules to Help Bankers and Hurt Poor Neighborhoods,The Community Reinvestment Act needs a renovation. The Trump administration instead is proposing a partial demolition.,https://www.nytimes.com/2020/01/10/opinion/Community-Reinvestment-Act.html
2020-01-11,Iran Is Expected to Announce Cause of Ukrainian Jet Crash,"The announcement comes as American and allied intelligence assessments have suggested that Iranian missiles brought down the plane, most likely by accident.",https://www.nytimes.com/2020/01/10/world/middleeast/iran-jet-crash.html
2020-01-11,"F.B.I. Apologizes to Court for Botching Surveillance of Trump Adviser, and Pledges Fixes","In a rare public filing, the bureau said it would extend wiretap changes to other tools for collecting data on suspected spies and terrorists.",https://www.nytimes.com/2020/01/10/us/politics/fbi-fisa-court.html
2020-01-11,China Reports First Death From New Virus,"The coronavirus, which surfaced in the city of Wuhan, has put the region on alert, but there is no evidence that it can spread among humans.",https://www.nytimes.com/2020/01/10/world/asia/china-virus-wuhan-death.html
2020-01-11,A Distant Missile Strike Spreads Grief Across Canada,"The downing of an airliner near Tehran, apparently by an Iranian missile, has created a diplomatic crisis.",https://www.nytimes.com/2020/01/10/world/canada/iran-ukraine-plane-canada.html
2020-01-11,CNN Agrees to Pay $76 Million to Settle Allegations It Violated Federal Labor Law,The National Labor Relations Board said the settlement with unionized broadcast technicians was the largest monetary remedy in its 84-year history.,https://www.nytimes.com/2020/01/10/business/cnn-labor-dispute-settlement.html
2020-01-11,Plane Crash Leaves Iranian Diaspora in Canada Grief-Stricken,"Of the 176 victims, 57 Canadians died on the flight that crashed on its way from Tehran to Ukraine. Many were students or faculty at the University of Alberta in Edmonton.",https://www.nytimes.com/2020/01/10/world/canada/iran-crash-victims-canada.html
2020-01-11,How a High Schooler Scooped Everyone on the Iowa Poll,"Three times now, Arjav Rawal has tweeted the results before their official release, beating even CNN, a poll sponsor.",https://www.nytimes.com/2020/01/10/business/iowa-poll-student-scoop.html
2020-01-11,Grand Standing,"Andrew J. Ries gives us a stairway to, well, both places.",https://www.nytimes.com/2020/01/10/crosswords/daily-puzzle-2020-01-11.html
2020-01-11,‘It Has Made Chaos Everywhere’: Iranian Reactions to the U.S. Killing Suleimani,How does Iran view the U.S. killing of Maj. Gen. Qassim Suleimani? We spoke with several Iranians to get their perspective on a figure both celebrated as a war hero and criticized as a symbol of repressive security apparatus.,https://www.nytimes.com/video/world/middleeast/100000006907637/iranian-people-soleimani-reactions.html
2020-01-11,Flights In and Out of Tehran Continued After Missile Strikes and Plane Crash,"Planes took off after Iran’s missile strikes on bases in Iraq, and even after a Ukrainian plane crashed shortly after takeoff.",https://www.nytimes.com/interactive/2020/01/10/world/middleeast/iran-tehran-airport-crash-flights.html
2020-01-11,Sheep That Survived Cargo Ship Disaster Cheat Death Again,"Weeks after more than 14,000 sheep died in the Black Sea near Romania, 180 lucky ones have been rescued by animal welfare groups, which pledged to protect them from slaughter.",https://www.nytimes.com/2020/01/10/world/europe/sheep-capsized-romania.html
2020-01-11,Quotation of the Day: Australians Already Hit Face New Round of Fires,"Quotation of the Day for Saturday, January 11, 2020.",https://www.nytimes.com/2020/01/10/todayspaper/quotation-of-the-day-australians-already-hit-face-new-round-of-fires.html
2020-01-11,Iran Says It Unintentionally Shot Down Ukrainian Airliner,"“The Islamic Republic of Iran deeply regrets this disastrous mistake,” President Hassan Rouhani said, as Iran reversed its claims that mechanical failure was to blame.",https://www.nytimes.com/2020/01/10/world/middleeast/missile-iran-plane-crash.html
2020-01-11,"Corrections: Jan. 11, 2020","Corrections that appeared in print on Saturday, Jan. 11, 2020.",https://www.nytimes.com/2020/01/10/pageoneplus/corrections-jan-11-2020.html
2020-01-11,Why America Needs a Royal Family,"Yes, this is the conclusion I have drawn from Megxit.",https://www.nytimes.com/2020/01/10/opinion/meghan-markle-royals.html
2020-01-11,"To Love, in Fitness and Health",They met working out. And now their lives are devoted to training and nutrition.,https://www.nytimes.com/2020/01/11/fashion/weddings/to-love-in-fitness-and-health.html
2020-01-11,What’s on TV Saturday: ‘John Wick: Chapter 3’ and ‘Austin City Limits’,"The latest movie in the “John Wick” saga airs on HBO, and the Raconteurs perform songs off their new album on “Austin City Limits.”",https://www.nytimes.com/2020/01/11/arts/television/whats-on-tv-saturday-john-wick-chapter-3-and-austin-city-limits.html
2020-01-11,"Plane Shot Down Because of Human Error, Iran Says",The military said that the Ukraine passenger jet had been misidentified as a cruise missile flying over Tehran.,https://www.nytimes.com/2020/01/11/world/middleeast/plane-crash.html
2020-01-11,What Makes Nick Bosa So Good? Let the Experts Explain,"The best rookie defender in the N.F.L. dominates with speed, power and technical expertise amplified by a sophistication rare for his age.",https://www.nytimes.com/2020/01/11/sports/football/49ers-nick-bosa.html
2020-01-11,"Iran, Endorsements and a Debate Surprise: This Week in the 2020 Race","The 2020 Democrats criticized President Trump’s Iran strategy and top candidates notched significant endorsements, with the Iowa caucuses less than a month away.",https://www.nytimes.com/2020/01/11/us/politics/democrats-castro-endorsement-iran.html
2020-01-11,Officials Called ‘Redmen’ a Racist Mascot. Then Voters Weighed In.,"The symbol was removed in a Connecticut town. Now, newly empowered Republicans are restoring it.",https://www.nytimes.com/2020/01/11/nyregion/killingly-redmen-mascot.html
2020-01-11,He Overcame Setbacks to Thrive in Information Technology,"Five years ago, Darius Jones had trouble coming up with subway fare. Today, he is an I.T. analyst for one of the world’s most exclusive luxury brands.",https://www.nytimes.com/2020/01/11/neediest-cases/information-technology-louboutin.html
2020-01-11,‘Techlash’ Hits College Campuses,"Facebook, Google and other major tech firms were every student’s dream workplaces. Until they weren’t.",https://www.nytimes.com/2020/01/11/style/college-tech-recruiting.html
2020-01-11,The Little Tastes of Normalcy on a Trip Around the World,"It was a ritual on my journey through The Times’s list of 52 Places to Go to send a postcard home from each destination. Now that I’m back, they’re a collage of my memories.",https://www.nytimes.com/2020/01/11/reader-center/52-places-traveler.html
2020-01-11,Zegna’s Indian Ambitions,"Along with its investment in Thom Browne, the group turns its eyes, and money, eastward.",https://www.nytimes.com/2020/01/11/style/zegna-india-investment-rathore.html
2020-01-11,11 of Our Best Weekend Reads,"Fifty-two places to go in 2020. Carlos Ghosn defends his legacy. The sudden departure of the Sussexes. The dimming of a major star, and more.",https://www.nytimes.com/2020/01/11/briefing/11-of-our-best-weekend-reads.html
2020-01-11,Sanders and Biden Look for Dominance in Early States,"Bernie Sanders and Joseph R. Biden Jr. have been seeking to take control of the race in its early stages, trying to deny momentum to their top two rivals, Elizabeth Warren and Pete Buttigieg.",https://www.nytimes.com/2020/01/11/us/politics/sanders-biden-early-states.html
2020-01-11,Vera Rubin Gets a Telescope of Her Own,The astronomer missed her Nobel Prize. But she now has a whole new observatory to her name.,https://www.nytimes.com/2020/01/11/science/vera-rubin-telescope-astronomy.html
2020-01-11,How’s Your Internship Going? This Teen Found a Planet,"Wolf Cukier, 17, was analyzing brightness of stars during an internship with NASA last year when he made the discovery.",https://www.nytimes.com/2020/01/11/science/space/teen-discovers-new-planet-nasa.html
2020-01-11,"Happy Birthday, Trump Tells Kim. Not Enough, North Korea Says.","A senior aide said the North’s leader, Kim Jong-un, had “good personal feelings” about President Trump, but that did not affect policy.",https://www.nytimes.com/2020/01/11/world/asia/trump-kim-jong-un-birthday.html
2020-01-11,"Far-Right Trolls, Not Grannies, Drive Outrage Over German Satire",A song about a grandmother and her gas-guzzling motorcycle fuels a national debate in Germany. At the wheel were right-wing actors who wanted it that way.,https://www.nytimes.com/2020/01/11/world/europe/germany-satire-far-right-grannies.html
2020-01-11,Emporio Armani: Fall 2020,See the looks from the Emporio Armani: Fall 2020 Collection.,https://www.nytimes.com/slideshow/2020/01/11/fashion/runway-mens/emporio-armani-fall-2020.html
2020-01-11,How Many Animals Have Died in Australia’s Wildfires?,A professor estimated this week that a billion animals had died in Australia’s wildfires. But where are these numbers coming from?,https://www.nytimes.com/2020/01/11/world/australia/fires-animals.html
2020-01-11,"In Disney Races, Cartoonish Gear Is the Front-Runner","“Think about which parts of the costume are actually touching your skin, because chafing is one thing you can’t do anything about,” one runner says.",https://www.nytimes.com/2020/01/11/well/family/Disney-running-marathon-costumes.html
2020-01-11,The Merchants of Thirst,"In Nepal and many other countries, private tanker operators profit from growing water scarcity.",https://www.nytimes.com/2020/01/11/business/drought-increasing-worldwide.html
2020-01-11,"In Blow to Beijing, Taiwan Re-elects Tsai Ing-wen as President",The victory was a remarkable comeback for Ms. Tsai and suggested that Beijing’s pressure campaign had backfired.,https://www.nytimes.com/2020/01/11/world/asia/taiwan-election-china.html
2020-01-11,Jet Crash in Iran Has Eerie Historical Parallel,"The United States accidentally downed an Iranian passenger jet in 1988, killing all 290 people aboard, amid a battle with Iranian forces in the Persian Gulf.",https://www.nytimes.com/2020/01/11/world/middleeast/iran-air-flight-655-history.html
2020-01-11,Could ‘Megxit’ Be a Royal Fairy Tale for Canada?,"The possibility that Prince Harry and his wife, Meghan, might settle in Canada has unleashed a frenzy of excitement and offers of free coffee — but also some dissent.",https://www.nytimes.com/2020/01/11/world/canada/harry-meghan-royal-family.html
2020-01-11,"At 16, She’s a Pioneer in the Fight to Cure Sickle Cell Disease","Helen Obando is the youngest person ever to get a gene therapy that scientists hope will cure the disease, which afflicts 100,000 Americans.",https://www.nytimes.com/2020/01/11/health/sickle-cell-disease-cure.html
2020-01-11,"Harry, Meghan and Britain: When Did the Fairy Tale Go Sour?","Not that long ago, the Duke and Duchess of Sussex were golden in the eyes of the news media and public. What happened?",https://www.nytimes.com/2020/01/11/world/europe/duchess-sussex-prince.html
2020-01-11,What Happens if Your Landlord Raises the Rent Without Notice?,"Changes to New York rent laws have provided market rate tenants with some protections, but you still have to tread carefully.",https://www.nytimes.com/2020/01/11/realestate/what-happens-if-your-landlord-raises-the-rent-without-notice.html
2020-01-11,The 8 N.F.L. Stars Who Powered Their Teams to the Playoffs,A field of 32 teams is down to its final eight in the quest for a championship. Our experts pick the players most instrumental to each team’s success.,https://www.nytimes.com/2020/01/11/sports/football/nfl-playoffs-most-valuable-player.html
2020-01-11,"Migrant Boat Sinks Near Greek Island, Killing at Least 12","The vessel may have had around 50 people aboard, the Greek Coast Guard said, and a major search-and-rescue mission was underway.",https://www.nytimes.com/2020/01/11/world/europe/greece-migrant-deaths.html
2020-01-11,Donald Trump Is a Hostage to 1979,Why did the president target Qassim Suleimani? Because he’s obsessed with Jimmy Carter.,https://www.nytimes.com/2020/01/11/opinion/sunday/trump-iran.html
2020-01-11,"19 Creamy, Dreamy White Bean Recipes","Cheesy white bean-tomato bake, white bean stew and more recipes.",https://www.nytimes.com/2020/01/11/admin/19-creamy-dreamy-white-bean-recipes.html
2020-01-11,Logjam Over Impeachment Trial Leaves Trump Prosecutors Little Time to Prepare,"Speaker Nancy Pelosi has waited to name the representatives who will present the case to the Senate, making an already fraught job even more difficult.",https://www.nytimes.com/2020/01/11/us/politics/impeachment-trial-managers-trump.html
2020-01-11,Carlos Ghosn Skipped Bail. This Man Was Left Behind.,"The former Nissan executive remains in Tokyo, awaiting a trial on criminal charges that he helped Mr. Ghosn hide his compensation.",https://www.nytimes.com/2020/01/11/business/greg-kelly-carlos-ghosn-nissan.html
2020-01-11,Why We Voted Against the War Powers Resolution,"Congress should be debating laws governing the use of force, not symbolic resolutions.",https://www.nytimes.com/2020/01/11/opinion/Max-Rose-Elaine-Luria-War-Powers-Vote.html
2020-01-11,Want to Do Something About Climate Change? Follow the Money,"Chase Bank, Wells Fargo, Citibank and Bank of America are the worst offenders.",https://www.nytimes.com/2020/01/11/opinion/climate-change-bank-investment.html
2020-01-11,How the 49ers Beat the Vikings to Advance to the N.F.C. Championship Game,"The 49ers defeated the Vikings, 27-10, in dominating fashion, including two rushing touchdowns and by capitalizing on Vikings mistakes.",https://www.nytimes.com/2020/01/11/sports/football/49ers-vikings-score.html
2020-01-11,Variety: Cryptic,Richard Silvestri sets us off on a new year with a highly challenging cryptic crossword.,https://www.nytimes.com/2020/01/11/crosswords/variety-cryptic.html
2020-01-11,"Does Running a City of 100,000 People Make You Presidential Material?",Mayors ponder the City Hall to White House leap.,https://www.nytimes.com/2020/01/11/us/politics/buttigieg-mayors-elected-president.html
2020-01-11,Two U.S. Service Members Killed in Afghanistan,"The Taliban claimed responsibility for the attack, a roadside bomb that hit a U.S. forces vehicle.",https://www.nytimes.com/2020/01/11/world/asia/afghanistan-american-casualties.html
2020-01-11,Marni: Fall 2020,See the looks from the Marni: Fall 2020 Collection.,https://www.nytimes.com/slideshow/2020/01/11/fashion/runway-mens/marni-fall-2020.html
2020-01-11,"Former Marine Posed as Security Member for Trump’s Marine One, Officials Say","Brandon M. Magnan claimed to be part of security for the president’s helicopter and was able to get through two checkpoints at Palm Beach International Airport, the authorities said.",https://www.nytimes.com/2020/01/11/us/Marine-arrested-trump.html
2020-01-11,Training Geriatricians,A geriatrician describes an “Aging and End of Life” curriculum at Harvard Medical School.,https://www.nytimes.com/2020/01/11/opinion/letters/training-geriatricians.html
2020-01-11,The Many Ways of Coping With Alzheimer’s,"Readers say there are humane and legal ways to reduce needless suffering, even for somebody with dementia.",https://www.nytimes.com/2020/01/11/opinion/letters/alzheimers-disease.html
2020-01-11,How the Titans Beat the Ravens to Advance to the A.F.C. Championship Game,"The Ravens came into the playoffs as the top seed in the A.F.C., but quarterback Ryan Tannehill turned the game into a rout for Tennessee by outplaying Lamar Jackson.",https://www.nytimes.com/2020/01/11/sports/football/titans-ravens.html
2020-01-11,This Town Is Known For Opioids: Can It Escape That Image?,"Portsmouth, Ohio, is trying. But when an area gets labeled — say Appalachia with poverty or Chicago with gun violence — how do you get people to realize it is also about a lot more?",https://www.nytimes.com/2020/01/11/us/opioids-ohio-image.html
2020-01-11,‘Too Much’: Dread Fills Puerto Ricans as New Earthquake Stuns Island,A 5.9-magnitude aftershock came on the 15th day since tremors large and small began terrorizing southern Puerto Rico.,https://www.nytimes.com/2020/01/11/us/puerto-rico-earthquake-inspections-aid.html
2020-01-11,"In 2019, Jazz Reckoned With Old Boundaries, and Marched Past Them","A conversation about the best jazz albums of the year, and what they tell us about the genre’s future.",https://www.nytimes.com/2020/01/11/arts/music/popcast-jazz-2019.html
2020-01-11,The Pernicious Power of American Promises,Donors claimed they would fix Fabienne Jean’s body. They broke her heart instead.,https://www.nytimes.com/2020/01/11/opinion/haiti-earthquake-anniversary.html
